SN,ZONE,STATE,LGAs,NAME OF WARD (INEC),NAME OF WARD (STATE),HEALTH FACILITY,,,,,,,
6837,SWZ,OSUN,ILESA WEST,OMOFE/IDASA,IDASA(OMOFE/IDASA),IDASA,,,,,,,
6838,SWZ,OSUN,ILESA WEST,UPPER/LOWER IGBOGI,IGBOGI(UPPER & LOWER IGBOGI),IGBOGI,,,,,,,
6839,SWZ,OSUN,IREPODUN,BARA 'A',KON(BARA A),KONDA,,,,,,,
6840,SWZ,OSUN,IREPODUN,BARA 'B',OKE-IRUN(BARA B),OKE-ERAN ILOBU PHC,,,,,,,
6841,SWZ,OSUN,IREPODUN,ELERIN 'A',AFOLU(ELERIN A0,AFOLU,,,,,,,
6842,SWZ,OSUN,IREPODUN,ELERIN 'B',EYIGBO(ELERIN B),EYINGBO,,,,,,,
6843,SWZ,OSUN,IREPODUN,ELERIN 'C',ELERIN C,ISIAKA,,,,,,,
6844,SWZ,OSUN,IREPODUN,ELERIN 'D',BALOGUN(ELERIN D),OLOYAN,,,,,,,
6845,SWZ,OSUN,IREPODUN,ELERIN 'E',TOKEDE(ELERIN E),OKE ILA,,,,,,,
6846,SWZ,OSUN,IREPODUN,OLOBU 'A',OLOBU(OLUBU A),OLOBU,,,,,,,
6847,SWZ,OSUN,IREPODUN,OLOBU 'B',ANWO(OLUBU B),ANWO,,,,,,,
6848,SWZ,OSUN,IREPODUN,OLOBU 'C',ADIO(OLOBU C),KUELU,,,,,,,
6849,SWZ,OSUN,IREPODUN,OLOBU 'D',AROM(OLOBU D),AROMIWE,,,,,,,
6850,SWZ,OSUN,IREWOLE,IKIRE 'A',MORINGBERE(IKIRE A),MORINGBERE,,,,,,,
6851,SWZ,OSUN,IREWOLE,IKIRE 'B',ATOBA(IKIRE B),ISLAMIA,,,,,,,
6852,SWZ,OSUN,IREWOLE,IKIRE 'C',AGBORA(IKIRE C),FIDIWO,,,,,,,
6853,SWZ,OSUN,IREWOLE,IKIRE 'E',OLUOFINRIN(IKIRE E),OLUOFINRIN,,,,,,,
6854,SWZ,OSUN,IREWOLE,IKIRE 'F',SANGO (IKIRE F),AKO,,,,,,,
6855,SWZ,OSUN,IREWOLE,IKIRE 'G',FIDITI(IKIRE G),AYEDAADE,,,,,,,
6856,SWZ,OSUN,IREWOLE,IKIRE 'H',OKE ADA(IKIRE H),OMODA,,,,,,,
6857,SWZ,OSUN,IREWOLE,IKIRE 'I',MOLARERE (IKIRE I),IGIDU,,,,,,,
6858,SWZ,OSUN,IREWOLE,IKIRE 'J',ATIDE(IKIRE J),ATILE PRIMARY HEALTH CENTRE,,,,,,,
6859,SWZ,OSUN,IREWOLE,IKIRE 'K',ODEYINKA,ODEYINKA MODEL PHC,,,,,,,
6860,SWZ,OSUN,IREWOLE,IKIRE 'K',WAASINMI(IKIRE K),WAASINMI ALGON,,,,,,,
6861,SWZ,OSUN,ISOKAN,ALAPOMU I,ALAPOMU 1,TOTAL,,,,,,,
6862,SWZ,OSUN,ISOKAN,ALAPOMU II,ALAPOMU 2,OKE OKO,,,,,,,
6863,SWZ,OSUN,ISOKAN,ASALU (MOGIMOGI),MONGI MONGI(OOSA ADIFA),OKE ALFA,,,,,,,
6864,SWZ,OSUN,ISOKAN,ASALU IKOYI,ABIRI (ASALU IKOYI ),ASEJIRE PHC,,,,,,,
6865,SWZ,OSUN,ISOKAN,AWALA I,AWALA1,AWALA,,,,,,,
6866,SWZ,OSUN,ISOKAN,AWALA II,AWALA 2,AYEPE PHC,,,,,,,
6867,SWZ,OSUN,ISOKAN,AWALA II,AWALA 2,OOSA,,,,,,,
6868,SWZ,OSUN,ISOKAN,IDOGUN,IDOGUN,BASIC HEALTH CENTRE IDOGUN,,,,,,,
6869,SWZ,OSUN,ISOKAN,IDOGUN,IDOGUN,OLOKUTA,,,,,,,
6870,SWZ,OSUN,ISOKAN,OLUKOYI (OJA-OSUN),OLUKOYI OJA OSUN,ADESINA PHC,,,,,,,
6871,SWZ,OSUN,ISOKAN,OOSA ADIFA,OOSA ADIFA,OOSA ADIFA PHC 008,,,,,,,
6872,SWZ,OSUN,ISOKAN,OOSA IKOYI,OLOKE(OOSA IKOYI),IKOYI,,,,,,,
6873,SWZ,OSUN,ISOKAN,ORANRAN,ORANRAN,ORANRAN,,,,,,,
6874,SWZ,OSUN,IWO,GIDIGBO I,GIDIGBO 1,MOSINOLA,,,,,,,
6875,SWZ,OSUN,IWO,GIDIGBO II,GIDIGBO 2,OLOBERE MDGS,,,,,,,
6876,SWZ,OSUN,IWO,GIDIGBO III,GIDIGBO 3,ALAYE,,,,,,,
6877,SWZ,OSUN,IWO,ISALE OBA I,ISALE OBA 1,DAODU AGBA,,,,,,,
6878,SWZ,OSUN,IWO,ISALE OBA II,ISALE OBA 2,ISALE OBA MDGS,,,,,,,
6879,SWZ,OSUN,IWO,ISALE OBA III,ISALE OBA 3,AJANGBALA,,,,,,,
6880,SWZ,OSUN,IWO,ISALE OBA IV,ISALE OBA 4,OBATEDO,,,,,,,
6881,SWZ,OSUN,IWO,MOLETE I,MOLETE 1,MOSERU,,,,,,,
6882,SWZ,OSUN,IWO,MOLETE II,MOLETE 2,YIDI OBA,,,,,,,
6883,SWZ,OSUN,IWO,MOLETE III,MOLETE 3,AGBOOGBO,,,,,,,
6884,SWZ,OSUN,IWO,OKE ADAN I,OKE ADAN 1,AGO OGUNRINDE MDGS,,,,,,,
6885,SWZ,OSUN,IWO,OKE ADAN II,OKE ADAN 2,EESIKI,,,,,,,
6886,SWZ,OSUN,IWO,OKE ADAN III,OKE ADAN 3,FEESU,,,,,,,
6887,SWZ,OSUN,IWO,OKE OBA I,OKE OBA 1,AGBERIRE,,,,,,,
6888,SWZ,OSUN,IWO,OKE OBA II,OKE OBA 2,OGBURO ALGON,,,,,,,
6889,SWZ,OSUN,OBOKUN,ESA-ODO,ESA ODO,ESA ODO PHC,,,,,,,
6890,SWZ,OSUN,OBOKUN,ESA-OKE,ESA OKE,ESA OKE PHC,,,,,,,
6891,SWZ,OSUN,OBOKUN,IBOKUN,IBOKUN,IBOKUN PHC,,,,,,,
6892,SWZ,OSUN,OBOKUN,ILAHUN/IKINYINWA,ILAHUNIKINYINWA,ILAHUN,,,,,,,
6893,SWZ,OSUN,OBOKUN,ILARE,ILARE,ILARE PRIMARY HEALTH CENTRE,,,,,,,
6894,SWZ,OSUN,OBOKUN,ILASE / IDOMINASI,ILASA(ILASE/IDOMINASI),ILASE PHC,,,,,,,
6895,SWZ,OSUN,OBOKUN,IMESI-ILE,IMESI-ILE,IMESI ILE PRIMARY HEALTH CENTRE,,,,,,,
6896,SWZ,OSUN,OBOKUN,IPETU/ADA OWODE,IPETU ILE,IPETU ILE PRIMARY HEALTH CENTRE,,,,,,,
6897,SWZ,OSUN,OBOKUN,OTAN-ILE,OTAN ILE,OTAN ILE PHC,,,,,,,
6898,SWZ,OSUN,ODO OTIN,ASI/ASABA,ASHIASABA,ASABA,,,,,,,
6899,SWZ,OSUN,ODO OTIN,BAALE,BAALE,OKUKU 2,,,,,,,
6900,SWZ,OSUN,ODO OTIN,EKOSIN/IYEKU,EKOSINIYEKU,EKOSIN,,,,,,,
6901,SWZ,OSUN,ODO OTIN,ESA OTUN BAALE ODE,OKE AYAN(EESA OTUN BAALE ODE),INISHA 1 ( ESA OTUN PHC),,,,,,,
6902,SWZ,OSUN,ODO OTIN,FAJI/OPETE,FAAJIOPETE,FAAJI,,,,,,,
6903,SWZ,OSUN,ODO OTIN,IGBAYE,IGBAYE IMULEKE(IGBAYE),IGBAYE,,,,,,,
6904,SWZ,OSUN,ODO OTIN,IJABE/ILA-ODO,IJABEILA ODO,IJABE,,,,,,,
6905,SWZ,OSUN,ODO OTIN,JAGUN/OSI BAALE ODE,JAGUN OSI,JAGUN OSI,,,,,,,
6906,SWZ,OSUN,ODO OTIN,OBA OJOMU,OBA-OJOMU,MDG OKUKU,,,,,,,
6907,SWZ,OSUN,ODO OTIN,OKU/EKUSA,OKUAEKUSA,OKUA,,,,,,,
6908,SWZ,OSUN,ODO OTIN,OLOYAN/ELEMOSO/EESA,OLOYANELEMOSO,OYAN 2(OLOYAN ELEMOSO),,,,,,,
6909,SWZ,OSUN,ODO OTIN,OLUKOTUN,OLUKOTUN,OLUKOTUN,,,,,,,
6910,SWZ,OSUN,ODO OTIN,OLUNISA,OLUNISA,OLUNISA,,,,,,,
6911,SWZ,OSUN,ODO OTIN,OORE/AGBEYE,OREAGBEYE,AGBEYE,,,,,,,
6912,SWZ,OSUN,ODO OTIN,OSOLO/OPARINOLA,OSOLO OPARIN,OYAN 1(OSOLO OPARIN PHC),,,,,,,
6913,SWZ,OSUN,OLA OLUWA,BODE- OSI,BODE OSI,BODE OSI,,,,,,,
6914,SWZ,OSUN,OLA OLUWA,IKIRE ILE /IWARA,IKIREIWARA,ALGON IKIRE ILE,,,,,,,
6915,SWZ,OSUN,OLA OLUWA,OBAMORO /ILE-OGBO,ILE OGOOBAMORO(OBAMORO/ ILE OGO),ILE OGO,,,,,,,
6916,SWZ,OSUN,OLA OLUWA,OGBAAGBA I,OGBAAGBA 1,OGBAAGBA,,,,,,,
6917,SWZ,OSUN,OLA OLUWA,OGBAAGBA II,OGBAAGBA 1I,TOOTO,,,,,,,
6918,SWZ,OSUN,OLA OLUWA,AJAGBA/ IWOOKE,Ajagbaiwo Oke,Ajagba,,,,,,,
6919,SWZ,OSUN,OLA OLUWA,ASA/ AJAGUNLASE,Asaajagunlese,Isale Asa,,,,,,,
6920,SWZ,OSUN,OLA OLUWA,TELEMU,TELEMU,MDG TELEMU,,,,,,,
6921,SWZ,OSUN,OLORUNDA,AGOWANDE,AGOWANDE,OLUDE,,,,,,,
6922,SWZ,OSUN,OLORUNDA,AKOGUN,AKOGUN,ENIKANOYUN,,,,,,,
6923,SWZ,OSUN,OLORUNDA,ATELEWO,ATELEWO,ATELEWO,,,,,,,
6924,SWZ,OSUN,OLORUNDA,AYETORO,OTA EFUN(AYETORO),OTA EFUN,,,,,,,
6925,SWZ,OSUN,OLORUNDA,BALOGUN,ORISUNBARE(BALOGUN),ATIBA,,,,,,,
6926,SWZ,OSUN,OLORUNDA,ILIE,ILIE,ILIE,,,,,,,
6927,SWZ,OSUN,OLORUNDA,OBA OKE,OBA OKE,OBA OKE,,,,,,,
6928,SWZ,OSUN,OLORUNDA,OBA-ILE,OBA ILE,OBA ILE,,,,,,,
6929,SWZ,OSUN,OLORUNDA,OWODE I,OWODE I,FAGBEMI-BIIRO PHC 6,,,,,,,
6930,SWZ,OSUN,OLORUNDA,OWODE II,ORITA SABO(OWODE II),KELEBE,,,,,,,
6931,SWZ,OSUN,OLORUNDA,OWOOPE,ORITA SABO(OWOOPE),SABO,,,,,,,
6932,SWZ,OSUN,ORIADE,APOTI/DAGBAJA,8 (APOTI DAGBAJA),APOTI PHC,,,,,,,
6933,SWZ,OSUN,ORIADE,ERIN-JESA,2. ERIN IJESA,ERIN IJESA PHC,,,,,,,
6934,SWZ,OSUN,ORIADE,ERIN-IJESA II,Erin Ijesa,Erin Ijesa PHC,,,,,,,
6935,SWZ,OSUN,ORIADE,ERINMO/IWARAJA,12.ERINMO/IWARAJA,ERINMO IJESA PHC 12,,,,,,,
6936,SWZ,OSUN,ORIADE,ERIN-OKE,1.ERIN OKE,ERIN OKE PHC,,,,,,,
6937,SWZ,OSUN,ORIADE,IJEBU-IJESA,3 ERIN-IJESA II(IJEBU JESA),IJEBU JESA PHC,,,,,,,
6938,SWZ,OSUN,ORIADE,IJEJA/ILOKO,11(IJEDA/ILOKO),ILOOKO PHC,,,,,,,
6939,SWZ,OSUN,ORIADE,IKEJI ARAKEJI/OWENA,7 IKEJI ARAKEJI/OWENA,IKEJI ARAKEJI PHC 7,,,,,,,
6940,SWZ,OSUN,ORIADE,IPETU-IJESA I,9.IPETU IJESA,IPETU IJESA PHC,,,,,,,
6941,SWZ,OSUN,ORIADE,IPETU-IJESA II,10(IPETU-IJESA II),OBALENDE PHC,,,,,,,
6942,SWZ,OSUN,ORIADE,IRA,6 (IRA),IKEJI ILE PHC,,,,,,,
6943,SWZ,OSUN,ORIADE,IRA,6 IRA,IRA IKEJI PHC,,,,,,,
6944,SWZ,OSUN,ORIADE,IWOYE-IJESA,4 (IWOYE/ERE),ERE IJESA PHC,,,,,,,
6945,SWZ,OSUN,OROLU,OLUFON 'A',OLUFON (OLUFUON A),IKIMO,,,,,,,
6946,SWZ,OSUN,OROLU,OLUFON 'B',OLUFUON 'B,OWOKA,,,,,,,
6947,SWZ,OSUN,OROLU,OLUFON 'B',OLUFUON 'B,OWOKA,,,,,,,
6948,SWZ,OSUN,OROLU,OLUFON 'C',ARAROMI (OLUFUON C),ARAROMI PHC,,,,,,,
6949,SWZ,OSUN,OROLU,OLUFON 'D',BOLORUNDURO(OLUFUON D),BOLORUNDURO,,,,,,,
6950,SWZ,OSUN,OROLU,OLUFON 'E',OOYE(OLUFUON E),OLOGELE,,,,,,,
6951,SWZ,OSUN,OROLU,OLUFON 'F',JALEYEMI (OLUFUON F),JALEYEMI,,,,,,,
6952,SWZ,OSUN,OROLU,OLUFON 'F',OKITIMOLUFON(OLUFUON F),OKITI,,,,,,,
6953,SWZ,OSUN,OROLU,OLUFON 'G',ELESI(OLUFUON G),ELEESI PRIMARY HEALTH CENTRE,,,,,,,
6954,SWZ,OSUN,OROLU,OLUFON 'H',EGAN AAJE(OLUFUON H),EGAN AJE,,,,,,,
6955,SWZ,OSUN,OROLU,OLUFON 'I',OSUN EESA(OLUFUON I),OWODE PHC,,,,,,,
6956,SWZ,OSUN,OSOGBO,ALAGBAA,ALAGBAA,AJALOGE HEALTH CLINIC,,,,,,,
6957,SWZ,OSUN,OSOGBO,ARE AGO,AYEPE(ARE-AGO),OWODE,,,,,,,
6958,SWZ,OSUN,OSOGBO,ATAOJA 'A',ATAOJA A,OKE OSUN,,,,,,,
6959,SWZ,OSUN,OSOGBO,ATAOJA 'B',ATAOJA B,ISALE AGBARA,,,,,,,
6960,SWZ,OSUN,OSOGBO,ATAOJA 'C',ATAOJA C,ODI OLOWO,,,,,,,
6961,SWZ,OSUN,OSOGBO,ATAOJA 'D',ATAOJA D,OGO OLUWA,,,,,,,
6962,SWZ,OSUN,OSOGBO,ATAOJA 'E',ALEKUWODO(ATAOJA),ALEKUWODO,,,,,,,
6963,SWZ,OSUN,OSOGBO,BABA KEKERE,BAB KEKEE,OKE ABESU,,,,,,,
6964,SWZ,OSUN,OSOGBO,EKERIN,EKERIN,IREPODUN PHC,,,,,,,
6965,SWZ,OSUN,OSOGBO,EKETA,AKEPE(EKETA),ILUDUN,,,,,,,
6966,SWZ,OSUN,OSOGBO,JAGUN 'A',JAGUN A,OLUGUNNA,,,,,,,
6967,SWZ,OSUN,OSOGBO,JAGUN 'B',JAGUN 'B',AKEDE IYALOJA PHC,,,,,,,
6968,SWZ,OSUN,OSOGBO,OTUN BALOGUN 'A',GBONMI(OTUN BALOGUN A),OKE BAALE,,,,,,,
6969,SWZ,OSUN,OSOGBO,OTUN JAGUN 'A',JAGUN(OTUN JAGUN A),MUBARAKA,,,,,,,
6970,SWZ,OSUN,OSOGBO,OTUN JAGUN 'B',POPO(OTUN JAGUN B),AJENISUA,,,,,,,
6971,SWZ,OSUN,IFE SOUTH,IKIJA I,IKIJA 1,MOSAFEJO,,,,,,,
6972,SWZ,OSUN,IFE SOUTH,IKIJA I,IKIJA 1,FAYEMI,,,,,,,
6973,SWZ,OSUN,OBOKUN,EESUN / IDOOKO,EESUN/IDI-OKO,IBALA PHC,,,,,,,
6974,SWZ,OSUN,OLA OLUWA,ISERO /IKONIFIN,ILEMOWUASAMU,ASAMU PHC,,,,,,,
6975,SWZ,OSUN,OLA OLUWA,ISERO /IKONIFIN,IKONIFINISERO,IKONNIFI PHC,,,,,,,
6976,SWZ,OYO,AFIJO,AKINMORIN/JOBELE,,AKINMORIN JOBELE PHC,,,,,,,
6977,SWZ,OYO,AFIJO,AWE I,,AWE PHC,,,,,,,
6978,SWZ,OYO,AFIJO,AWE II,,OKEBODA PHC,,,,,,,
6979,SWZ,OYO,AFIJO,FIDITI I,,FIDITI 1 (JAFU),,,,,,,
6980,SWZ,OYO,AFIJO,FIDITI II,,FIDITI PHC,,,,,,,
6981,SWZ,OYO,AFIJO,ILORA I,,OKEDIJI PHC,,,,,,,
6982,SWZ,OYO,AFIJO,ILORA II,,ILORA PHC,,,,,,,
6983,SWZ,OYO,AFIJO,ILORA III,,ASAJU PHC,,,,,,,
6984,SWZ,OYO,AFIJO,IMINI,,IMINI PHC,,,,,,,
6985,SWZ,OYO,AFIJO,IWARE,,IWARE PHC,,,,,,,
6986,SWZ,OYO,AKINYELE,AJIBADE/ALABATA/ELEKU RU,,OY ELEKURU PRIMARY HEALTH CENTRE,,,,,,,
6987,SWZ,OYO,AKINYELE,AKINYELE/ISABIYI/IREPODUN,,OY AKINYELE PRIMARY HEALTH CENTRE,,,,,,,
6988,SWZ,OYO,AKINYELE,ARULOGUN/ENIOSA/AROR O,,OY ARORO PHC,,,,,,,
6989,SWZ,OYO,AKINYELE,IJAYE/OJEDEJI,,OY IJAYE PRIMARY HEALTH CENTRE,,,,,,,
6990,SWZ,OYO,AKINYELE,IKEREKU,,OY IKEREKU WARD,,,,,,,
6991,SWZ,OYO,AKINYELE,IROKO,,OY IROKO PRIMARY HEALTH CENTRE,,,,,,,
6992,SWZ,OYO,AKINYELE,IWOKOTO/TALONTAN/IDI-ORO,,OY IWOKOTO HEALTH CENTRE,,,,,,,
6993,SWZ,OYO,AKINYELE,OJO-EMO/MONIYA,,MONIYA PRIMARY HEALTH CARE CENTRE,,,,,,,
6994,SWZ,OYO,AKINYELE,OJOO/AJIBODE/LANIBA,,OY OJOO PRIMARY HEALTH CENTRE,,,,,,,
6995,SWZ,OYO,AKINYELE,OLANLA/OBODA/LABODE,,OY PADE MATERNITY CENTRE,,,,,,,
6996,SWZ,OYO,AKINYELE,OLODE/AMOSUN/ONIDUNDU,,OY ONIDUDU HEALTH CENTRE,,,,,,,
6997,SWZ,OYO,AKINYELE,OLORISA-OKO/OKEGBEMI/MELE,,OY OLORISA-OKO PRIMARY HEALTH CENTRE,,,,,,,
6998,SWZ,OYO,ATIBA,AGUNPOPO I,,OKE-OLOLA PHC,,,,,,,
6999,SWZ,OYO,ATIBA,AGUNPOPO II,,IJAWAYA HEALTH CLINIC,,,,,,,
7000,SWZ,OYO,ATIBA,AGUNPOPO III,,BOROBORO HEALTH CLINIC,,,,,,,
7001,SWZ,OYO,ATIBA,AREMO,,AREMO HEALTH CLINIC,,,,,,,
7002,SWZ,OYO,ATIBA,ASHIPA I,,OKEOROKI HEALTH CLINIC,,,,,,,
7003,SWZ,OYO,ATIBA,ASHIPA II,,KOSO PHC,,,,,,,
7004,SWZ,OYO,ATIBA,ASHIPA III,,OTEFON HEALTH CLINIC,,,,,,,
7005,SWZ,OYO,ATIBA,BASHORUN,,BASORUN HEALTH CLINIC,,,,,,,
7006,SWZ,OYO,ATIBA,OKE AFIN I,,AAFIN PHC,,,,,,,
7007,SWZ,OYO,ATIBA,OKE AFIN II,,AAFIN HEALTH CLINIC,,,,,,,
7008,SWZ,OYO,ATISBO,AGO-ARE I,,AGOARE PHC,,,,,,,
7009,SWZ,OYO,ATISBO,AGO-ARE II,,AGO ARE MODEL PRIMARY HEALTH CARE,,,,,,,
7010,SWZ,OYO,ATISBO,ALAGA,,ADEOYE PHC,,,,,,,
7011,SWZ,OYO,ATISBO,BASHI,,BAASI PHC,,,,,,,
7012,SWZ,OYO,ATISBO,IRAWO ILE,,IRAWO OWODE PHC,,,,,,,
7013,SWZ,OYO,ATISBO,IRAWO OWODE,,IRAWO OWODE PHC,,,,,,,
7014,SWZ,OYO,ATISBO,OFIKI,,OFIKI PHC,,,,,,,
7015,SWZ,OYO,ATISBO,OWO/AGUNREGE/SABE,,AGUNREGE PHC,,,,,,,
7016,SWZ,OYO,ATISBO,TEDE I,,TEDE PHC,,,,,,,
7017,SWZ,OYO,ATISBO,TEDE II,,TEDE CHC,,,,,,,
7018,SWZ,OYO,EGBEDA,AYEDE/ALUGBO/KOLOKO,,AYEDE H/F,,,,,,,
7019,SWZ,OYO,EGBEDA,EGBEDA,,KAJEREPO PHC,,,,,,,
7020,SWZ,OYO,EGBEDA,ERUMU,,ERUNMU PHC,,,,,,,
7021,SWZ,OYO,EGBEDA,MONATAN,,APETE  PRIMARY HEALTH CENTRE,,,,,,,
7022,SWZ,OYO,EGBEDA,OLODAN/AJIWOGBO,,AJIWOGBO H/C,,,,,,,
7023,SWZ,OYO,EGBEDA,OLODE/ALAKIA,,ALAKIA PHC,,,,,,,
7024,SWZ,OYO,EGBEDA,OLODO/KUMAPAYI I,,KUMAPAYI PHC,,,,,,,
7025,SWZ,OYO,EGBEDA,OLUBADAN WARD,,OREMEJI PHC,,,,,,,
7026,SWZ,OYO,EGBEDA,OSEGERE WARD,,OLUKEYE/ASEJIRE PRIMARY HEALTH CENTRE,,,,,,,
7027,SWZ,OYO,EGBEDA,OWOBAALE/KASUMU,,OWOBALE PHC,,,,,,,
7028,SWZ,OYO,EGBEDA,WAKAJAYE WARD,,WAKAJAYE PRIMARY HEALTH CENTRE,,,,,,,
7029,SWZ,OYO,IBADAN NORTH,AGBOWO,,AGBOWO PHC,,,,,,,
7030,SWZ,OYO,IBADAN NORTH,AGODI,,IDI OGUNGUN,,,,,,,
7031,SWZ,OYO,IBADAN NORTH,AGO-TAPA,,AGO TAPA,,,,,,,
7032,SWZ,OYO,IBADAN NORTH,BASORUN,,BASORUN,,,,,,,
7033,SWZ,OYO,IBADAN NORTH,INALENDE,,AJOSE PHC,,,,,,,
7034,SWZ,OYO,IBADAN NORTH,OKE ARE,,OKE ARE,,,,,,,
7035,SWZ,OYO,IBADAN NORTH,OKE-ITUN,,OKE ITUNU PHC,,,,,,,
7036,SWZ,OYO,IBADAN NORTH,OLD BODIJA,,OBASA PHC,,,,,,,
7037,SWZ,OYO,IBADAN NORTH,SABO,,SABO PHC,,,,,,,
7038,SWZ,OYO,IBADAN NORTH,SAMANDA,,SAMANDA PHC,,,,,,,
7039,SWZ,OYO,IBADAN NORTH,SANGO,,SANGO PHC (AKOREDE),,,,,,,
7040,SWZ,OYO,IBADAN NORTH,YEMETU/OKE APON PHC,,YEMETU/OKE -APON,,,,,,,
7041,SWZ,OYO,IBADAN NORTH EAST,BASORUN,,IWO ROAD PRIMARY HEALTH CENTER,,,,,,,
7042,SWZ,OYO,IBADAN NORTH EAST,IREFIN,,IREFIN BABASALE,,,,,,,
7043,SWZ,OYO,IBADAN NORTH EAST,OKE ADU,,OKE ADU PRIMARY HEALTH CENTER,,,,,,,
7044,SWZ,OYO,IBADAN NORTH EAST,WARD E1,,OĢBORI EFON PRIMARY HEALTH CARE CENTER,,,,,,,
7045,SWZ,OYO,IBADAN NORTH EAST,WARD E1,,ODO-OSUN HEALTH POST,,,,,,,
7046,SWZ,OYO,IBADAN NORTH EAST,WARD E3,,APOLOGIES HEALTH CENTRE,,,,,,,
7047,SWZ,OYO,IBADAN NORTH EAST,WARD E4,,OMOWUMI PHC,,,,,,,
7048,SWZ,OYO,IBADAN NORTH EAST,WARD E6,,OJE ELEWA PHC,,,,,,,
7049,SWZ,OYO,IBADAN NORTH EAST,WARD E6,,ALAFARA PHC,,,,,,,
7050,SWZ,OYO,IBADAN NORTH EAST,WARD E7I,,ATIPE PRIMARY HEALTH CENTER ,,,,,,,
7051,SWZ,OYO,IBADAN NORTH EAST,WARD E8,,ODE AJE HEALTH  CENTER,,,,,,,
7052,SWZ,OYO,IBADAN NORTH EAST,WARD E9I,,AYEKALE PRIMARY  HEALTH CENTRE,,,,,,,
7053,SWZ,OYO,IBADAN NORTH WEST,WARD 10 NW7,,OKESENI H/C,,,,,,,
7054,SWZ,OYO,IBADAN NORTH WEST,WARD 11 NW7,,AYEYE PHC,,,,,,,
7055,SWZ,OYO,IBADAN NORTH WEST,WARD 2 NI(PART2),,ORI-ERU PHC,,,,,,,
7056,SWZ,OYO,IBADAN NORTH WEST,WARD 3 NW1,,OPOYEOSA PHC,,,,,,,
7057,SWZ,OYO,IBADAN NORTH WEST,WARD 4 N1(PART2),,ONIYANRIN CHC,,,,,,,
7058,SWZ,OYO,IBADAN NORTH WEST,WARD 5 NW3(PART1),,OGUNPA PHC,,,,,,,
7059,SWZ,OYO,IBADAN NORTH WEST,WARD 6 NW3 (PART1),,KOSEUNTI PHC,,,,,,,
7060,SWZ,OYO,IBADAN NORTH WEST,WARD 7 NW4,,ELEYELE PHC,,,,,,,
7061,SWZ,OYO,IBADAN NORTH WEST,WARD 8 NW5,,AGBAJE H/C,,,,,,,
7062,SWZ,OYO,IBADAN NORTH WEST,WARD 9 NW6,,ONIREKE PHC,,,,,,,
7063,SWZ,OYO,IBADAN SOUTH EAST,C1,,AGBONGBON PHC,,,,,,,
7064,SWZ,OYO,IBADAN SOUTH EAST,KOBOMOJE,,KOBOMOJE HEALTH CENTRE ,,,,,,,
7065,SWZ,OYO,IBADAN SOUTH EAST,S1,,OMIYALE PHC,,,,,,,
7066,SWZ,OYO,IBADAN SOUTH EAST,S2A,,MAPO PHC,,,,,,,
7067,SWZ,OYO,IBADAN SOUTH EAST,S3,,BOLUWAJI PHC,,,,,,,
7068,SWZ,OYO,IBADAN SOUTH EAST,S4A,,ORANMIYAN PHC,,,,,,,
7069,SWZ,OYO,IBADAN SOUTH EAST,S4B,,EYIN GRAMMER PHC,,,,,,,
7070,SWZ,OYO,IBADAN SOUTH EAST,S5,,ORITAPERIN H/C,,,,,,,
7071,SWZ,OYO,IBADAN SOUTH EAST,S6A,,ELEKURO H/C,,,,,,,
7072,SWZ,OYO,IBADAN SOUTH EAST,S6B,,RAJI AKANDE H/C,,,,,,,
7073,SWZ,OYO,IBADAN SOUTH EAST,S7A,,OWODE PHC,,,,,,,
7074,SWZ,OYO,IBADAN SOUTH EAST,S7B,,ORITA H/C,,,,,,,
7075,SWZ,OYO,IBADAN SOUTH EAST,SB2,,ODINJO PHC,,,,,,,
7076,SWZ,OYO,IBADAN SOUTH WEST,SW1,,AKERE PHC,,,,,,,
7077,SWZ,OYO,IBADAN SOUTH WEST,SW2,,ISALE OSI PHC,,,,,,,
7078,SWZ,OYO,IBADAN SOUTH WEST,SW3,,KOSOSI PHC,,,,,,,
7079,SWZ,OYO,IBADAN SOUTH WEST,SW4,,BODE PHC,,,,,,,
7080,SWZ,OYO,IBADAN SOUTH WEST,SW5,,AKURO PHC,,,,,,,
7081,SWZ,OYO,IBADAN SOUTH WEST,SW6,,FOKO PHC,,,,,,,
7082,SWZ,OYO,IBADAN SOUTH WEST,SW7,,AGBOKOJO PHC,,,,,,,
7083,SWZ,OYO,IBADAN SOUTH WEST,SW9(1),,MOLETE PHC,,,,,,,
7084,SWZ,OYO,IBADAN SOUTH WEST,WARD 10,,SHARP CORNER PHC,,,,,,,
7085,SWZ,OYO,IBADAN SOUTH WEST,WARD 11,,AWODIFE PHC ,,,,,,,
7086,SWZ,OYO,IBADAN SOUTH WEST,WARD 12,,ADIFASE PHC,,,,,,,
7087,SWZ,OYO,IBADAN SOUTH WEST,WARD 8,,OKE-BOLA PHC,,,,,,,
7088,SWZ,OYO,IBARAPA CENTRAL,IBEREKODO/AGOORO,,AKERORO H/C,,,,,,,
7089,SWZ,OYO,IBARAPA CENTRAL,IBEREKODO/PATAOJU,,SEKERE HC,,,,,,,
7090,SWZ,OYO,IBARAPA CENTRAL,IDERE II ONIGBIO,,OY OKE OBA WARD 2,,,,,,,
7091,SWZ,OYO,IBARAPA CENTRAL,IDERE III (KOSO/APA),,TOBALOGBO PHC,,,,,,,
